Column1,speler_code,team_naam,meting,Staande.lengte,Zittende.lengte,Beenlengte,Zithoogte,Gewicht,Maturity.Offset,Balance.Beam.6cm,Balance.Beam.4.5cm,Balance.Beam.3cm,Balance.beam.totaal,Zijwaarts.springen.1,Zijwaarts.springen.2,Zijwaarts.springen.totaal,Zijwaarts.verplaatsen.1,Zijwaarts.verplaatsen.2,Zijwaarts.verplaatsen.totaal,Oog.hand.coordinatie.1,Oog.hand.coordinatie.2,Oog.hand.coordinatie.Totaal,X10.meter.sprint.1,X10.meter.sprint.2,X10.meter.sprint.beste,X20.meter.sprint.1,X20.meter.sprint.2,X20.meter.sprint.beste,X30.meter.sprint.1,X30.meter.sprint.2,X30.meter.sprint.beste,CoD.links.1,CoD.links.2,CoD.links.beste,CoD.rechts.1,CoD.rechts.2,CoD.rechts.beste,Vertesprong.1,Vertesprong.2,Vertesprong.beste,club_code,datum,geboortedatum
868,RE0hJ,Onder 16,2e meting,182.2,134.8,88.9,93.3,65.0,2.24,21.0,20.0,13.0,78.0,49.0,55.0,86.0,35.0,41.0,53.0,44.0,43.0,87.0,1.94,2.0,1.79,3.38,3.06,3.27,4.57,4.49,3.74,8.62,8.28,8.84,8.39,8.87,8.41,1.81,2.28,1.98,EoYnc,2017-04-05,2001-03-28
869,RE0hJ,Onder 17,1e meting,182.6,135.5,88.6,94.0,65.2,2.61,23.0,16.0,26.0,53.0,55.0,60.0,124.0,28.0,38.0,75.0,40.0,25.0,68.0,1.73,1.71,1.8,3.17,3.28,3.1,4.39,4.43,4.37,8.22,8.2,8.0,7.82,9.24,8.3,2.15,2.46,2.25,EoYnc,2017-10-05,2001-03-28
870,RE0hJ,Onder 17,2e meting,184.6,136.4,89.7,94.9,65.1,2.99,28.0,13.0,11.0,56.0,67.0,65.0,125.0,27.0,32.0,55.0,37.0,50.0,89.0,2.02,1.63,2.02,3.31,3.26,3.3,4.52,4.53,4.27,8.41,9.01,8.62,7.56,7.89,8.67,2.16,2.42,2.66,EoYnc,2018-04-05,2001-03-28
871,RonUq,Onder 13,1e meting,184.8,134.0,92.3,92.5,75.8,0.51,24.0,13.0,12.0,34.0,37.0,53.0,108.0,23.0,29.0,58.0,20.0,24.0,68.0,1.99,1.95,1.79,3.48,3.32,3.4,4.98,4.63,4.33,8.98,8.92,9.42,8.22,8.6,9.16,2.01,1.72,1.55,EoYnc,2013-10-05,2001-02-17
872,RonUq,Onder 13,2e meting,186.7,135.4,92.8,93.9,79.0,0.96,17.0,27.0,4.0,44.0,47.0,48.0,67.0,16.0,24.0,39.0,27.0,30.0,60.0,2.34,1.99,1.96,3.36,3.35,3.33,4.9,5.13,5.22,8.56,9.06,9.16,8.53,8.76,8.44,1.72,1.67,1.36,EoYnc,2014-04-05,2001-02-17
873,RonUq,Onder 14,1e meting,186.8,136.2,92.1,94.7,83.4,1.38,17.0,19.0,15.0,51.0,51.0,57.0,116.0,23.0,31.0,58.0,38.0,25.0,72.0,1.99,2.04,2.07,3.51,3.54,3.2,4.46,5.08,4.74,8.68,9.06,8.32,8.49,8.8,8.63,1.61,1.76,1.64,EoYnc,2014-10-05,2001-02-17
874,RonUq,Onder 14,2e meting,188.2,137.5,92.3,96.0,83.0,1.79,23.0,19.0,8.0,61.0,63.0,40.0,99.0,28.0,23.0,69.0,31.0,27.0,82.0,2.03,1.91,1.88,3.44,3.39,3.5,5.19,5.03,4.74,8.71,8.1,8.26,8.24,9.6,8.34,1.94,2.18,1.58,EoYnc,2015-04-05,2001-02-17
875,RonUq,Onder 15,1e meting,189.7,138.8,92.5,97.3,83.4,2.23,18.0,16.0,16.0,57.0,53.0,50.0,122.0,28.0,33.0,55.0,36.0,20.0,58.0,1.98,1.69,1.91,3.37,3.13,3.34,4.56,4.89,4.61,8.25,8.76,9.01,8.08,7.75,8.62,2.05,2.11,2.0,EoYnc,2015-10-05,2001-02-17
876,RonUq,Onder 15,2e meting,189.9,139.8,91.7,98.3,82.5,2.63,20.0,24.0,31.0,48.0,52.0,56.0,101.0,24.0,34.0,66.0,27.0,28.0,55.0,2.03,1.97,1.97,3.14,3.09,3.31,4.46,5.15,4.84,8.63,8.21,8.06,8.7,7.94,8.69,2.07,1.99,2.2,EoYnc,2016-04-05,2001-02-17
877,RonUq,Onder 16,1e meting,191.2,140.7,92.0,99.2,83.5,3.03,26.0,16.0,14.0,56.0,52.0,54.0,102.0,27.0,40.0,46.0,35.0,55.0,77.0,1.91,1.71,2.01,3.54,3.21,2.6,4.48,4.21,4.79,7.9,8.66,8.08,8.63,7.83,7.58,2.16,2.3,2.3,EoYnc,2016-10-05,2001-02-17
878,RonUq,Onder 16,2e meting,192.0,141.7,91.8,100.2,82.5,3.44,19.0,22.0,20.0,62.0,56.0,43.0,114.0,23.0,32.0,73.0,29.0,35.0,55.0,1.87,1.86,1.95,2.83,3.13,3.23,4.58,4.7,4.02,8.43,7.8,6.79,8.93,8.69,8.49,2.04,1.96,1.97,EoYnc,2017-04-05,2001-02-17
879,RonUq,Onder 17,1e meting,193.8,142.1,93.1,100.6,83.2,3.78,23.0,22.0,0.0,49.0,63.0,54.0,122.0,28.0,36.0,78.0,41.0,49.0,61.0,1.87,1.77,1.74,3.14,3.22,3.29,4.32,4.86,4.58,8.36,8.06,8.46,7.75,7.28,8.71,2.43,2.3,2.49,EoYnc,2017-10-05,2001-02-17
880,RonUq,Onder 17,2e meting,194.7,143.7,92.5,102.2,82.2,4.29,22.0,12.0,21.0,48.0,65.0,47.0,125.0,31.0,39.0,62.0,39.0,34.0,65.0,1.95,1.96,1.79,3.28,3.0,3.04,4.7,4.01,4.16,8.25,7.95,8.37,8.5,7.9,8.1,2.27,2.06,2.27,EoYnc,2018-04-05,2001-02-17
881,RVGSu,Onder 13,1e meting,166.2,123.6,84.1,82.1,58.0,-1.01,22.0,12.0,20.0,44.0,38.0,51.0,114.0,22.0,23.0,62.0,42.0,33.0,57.0,2.23,2.1,2.02,3.22,3.77,3.89,5.27,4.9,4.96,8.68,9.31,8.86,8.7,8.44,7.78,1.6,1.56,1.59,EoYnc,2013-10-05,2001-06-24
882,RVGSu,Onder 13,2e meting,168.1,125.4,84.2,83.9,61.5,-0.54,22.0,13.0,9.0,53.0,42.0,52.0,105.0,22.0,27.0,38.0,28.0,31.0,60.0,2.17,2.07,1.84,3.38,3.47,3.58,4.54,5.05,4.65,9.1,9.19,10.18,8.08,9.23,8.22,1.62,1.85,1.7,EoYnc,2014-04-05,2001-06-24
883,RVGSu,Onder 14,1e meting,169.0,126.4,84.1,84.9,64.4,-0.15,23.0,18.0,14.0,33.0,57.0,57.0,102.0,22.0,36.0,48.0,34.0,38.0,73.0,2.09,2.01,1.87,3.45,3.75,3.1,5.11,4.84,5.07,9.09,8.01,8.41,8.84,8.9,8.76,1.88,1.94,2.05,EoYnc,2014-10-05,2001-06-24
884,RVGSu,Onder 14,2e meting,169.5,127.3,83.8,85.8,65.8,0.21,24.0,20.0,6.0,58.0,57.0,52.0,110.0,30.0,28.0,68.0,23.0,44.0,62.0,2.03,1.97,2.01,3.17,3.65,3.4,4.44,4.77,4.89,9.28,8.41,8.58,8.13,8.23,8.16,1.61,1.47,2.02,EoYnc,2015-04-05,2001-06-24
885,RVGSu,Onder 15,1e meting,170.7,128.3,83.9,86.8,64.5,0.55,30.0,23.0,16.0,56.0,64.0,53.0,119.0,23.0,37.0,60.0,32.0,45.0,75.0,1.7,2.08,1.94,3.09,3.4,3.43,4.34,4.67,4.54,8.25,8.42,9.57,8.93,8.45,8.91,2.17,2.4,2.08,EoYnc,2015-10-05,2001-06-24
886,RVGSu,Onder 15,2e meting,171.3,129.2,83.6,87.7,64.7,0.91,17.0,29.0,12.0,35.0,59.0,46.0,88.0,27.0,40.0,58.0,35.0,29.0,58.0,2.13,2.01,1.98,3.69,3.45,3.26,4.77,4.66,4.22,8.26,8.38,8.35,8.79,8.52,6.94,1.66,2.28,1.89,EoYnc,2016-04-05,2001-06-24
887,RVGSu,Onder 16,1e meting,172.6,129.8,84.3,88.3,64.7,1.23,19.0,17.0,13.0,51.0,68.0,68.0,128.0,33.0,31.0,44.0,49.0,45.0,54.0,1.95,1.99,1.88,2.97,3.14,2.67,4.31,4.34,4.82,8.25,8.91,8.05,8.86,8.11,8.98,2.24,1.83,1.77,EoYnc,2016-10-05,2001-06-24
888,RVGSu,Onder 16,2e meting,174.1,130.9,84.7,89.4,64.8,1.62,32.0,8.0,19.0,59.0,55.0,53.0,151.0,39.0,33.0,47.0,33.0,43.0,56.0,1.9,1.96,1.91,3.11,3.14,3.25,4.43,4.68,3.42,7.74,7.63,8.03,7.87,8.34,8.33,2.14,2.14,2.28,EoYnc,2017-04-05,2001-06-24
889,RVGSu,Onder 17,1e meting,174.2,131.7,84.1,90.2,64.3,1.98,19.0,19.0,26.0,76.0,42.0,56.0,106.0,27.0,37.0,61.0,38.0,43.0,63.0,1.88,1.79,1.77,3.21,3.31,3.18,4.16,4.3,4.52,7.46,8.21,8.09,7.99,8.1,7.27,2.54,2.12,2.1,EoYnc,2017-10-05,2001-06-24
890,RVGSu,Onder 17,2e meting,175.3,132.6,84.2,91.1,65.1,2.37,21.0,17.0,23.0,60.0,54.0,64.0,103.0,32.0,35.0,51.0,42.0,37.0,70.0,1.72,1.81,1.89,3.41,3.03,2.84,4.75,4.69,4.13,8.43,8.29,7.64,8.05,7.91,8.41,2.17,2.14,2.46,EoYnc,2018-04-05,2001-06-24
891,sRrRM,Onder 13,1e meting,182.4,133.4,90.5,91.9,71.2,0.27,20.0,12.0,4.0,29.0,45.0,47.0,154.0,30.0,28.0,43.0,29.0,33.0,62.0,2.13,2.1,1.95,3.65,3.42,3.51,4.89,5.37,5.51,8.38,8.86,8.02,8.8,8.98,8.96,1.89,1.8,1.86,EoYnc,2013-10-05,2001-05-10
892,sRrRM,Onder 13,2e meting,183.8,134.9,90.4,93.4,74.5,0.73,21.0,18.0,18.0,78.0,48.0,48.0,125.0,27.0,27.0,44.0,28.0,22.0,51.0,2.06,2.38,2.07,3.38,3.67,4.02,5.07,4.8,5.07,8.5,8.93,7.73,9.26,8.8,7.94,1.61,1.67,2.04,EoYnc,2014-04-05,2001-05-10
893,sRrRM,Onder 14,1e meting,185.0,135.4,91.1,93.9,78.1,1.1,19.0,22.0,18.0,56.0,53.0,45.0,95.0,34.0,28.0,55.0,19.0,24.0,59.0,2.09,1.84,1.82,3.46,3.67,3.42,4.98,4.7,4.65,8.57,8.67,8.44,8.81,8.89,8.4,1.5,1.64,1.62,EoYnc,2014-10-05,2001-05-10
894,sRrRM,Onder 14,2e meting,185.7,136.7,90.5,95.2,77.7,1.51,24.0,22.0,8.0,56.0,50.0,72.0,113.0,33.0,29.0,62.0,37.0,26.0,69.0,1.96,1.97,2.03,3.5,3.31,3.69,4.83,4.84,5.07,9.14,7.9,8.1,8.56,8.03,8.92,1.58,1.9,1.59,EoYnc,2015-04-05,2001-05-10
895,sRrRM,Onder 15,1e meting,186.9,137.8,90.6,96.3,77.6,1.92,23.0,33.0,12.0,61.0,50.0,62.0,106.0,34.0,37.0,55.0,34.0,38.0,55.0,1.84,1.79,1.76,3.21,3.37,3.34,4.97,4.81,4.94,8.75,8.39,8.21,8.51,8.6,7.92,2.46,1.94,2.11,EoYnc,2015-10-05,2001-05-10
896,sRrRM,Onder 15,2e meting,188.4,139.4,90.5,97.9,77.7,2.4,23.0,14.0,7.0,42.0,54.0,59.0,117.0,29.0,33.0,62.0,30.0,34.0,83.0,2.09,1.94,1.84,2.99,3.15,3.26,4.16,4.74,4.94,8.72,8.83,7.85,8.23,8.81,7.6,1.97,2.27,1.69,EoYnc,2016-04-05,2001-05-10
897,sRrRM,Onder 16,1e meting,189.2,140.0,90.7,98.5,77.4,2.75,26.0,25.0,16.0,69.0,54.0,55.0,118.0,23.0,37.0,45.0,32.0,45.0,79.0,1.73,1.73,1.71,3.06,3.36,2.83,4.63,4.48,4.33,7.81,8.38,6.77,8.17,8.11,9.39,2.15,2.14,1.88,EoYnc,2016-10-05,2001-05-10
898,sRrRM,Onder 16,2e meting,189.9,140.5,90.8,99.0,78.0,3.1,22.0,25.0,11.0,56.0,70.0,56.0,105.0,33.0,40.0,52.0,28.0,40.0,73.0,2.13,1.91,1.9,3.34,2.97,3.3,4.07,4.42,4.39,8.13,8.35,6.65,7.87,8.78,7.44,2.1,2.42,1.75,EoYnc,2017-04-05,2001-05-10
899,sRrRM,Onder 17,1e meting,191.2,141.6,91.2,100.1,78.5,3.54,20.0,21.0,11.0,55.0,58.0,58.0,118.0,32.0,28.0,67.0,33.0,30.0,53.0,1.85,2.1,1.74,3.01,3.27,2.98,4.72,4.38,4.39,7.81,7.43,8.02,9.22,8.05,8.19,2.26,2.34,2.33,EoYnc,2017-10-05,2001-05-10
900,sRrRM,Onder 17,2e meting,192.1,142.7,90.9,101.2,78.4,3.98,20.0,25.0,22.0,70.0,50.0,61.0,98.0,34.0,30.0,71.0,34.0,32.0,99.0,1.86,1.85,1.78,3.16,3.12,3.17,4.53,3.9,4.56,8.21,7.24,7.72,8.51,7.82,7.9,2.16,2.15,2.37,EoYnc,2018-04-05,2001-05-10
901,sSkpN,Onder 13,1e meting,187.9,131.7,97.7,90.2,72.7,-0.01,20.0,5.0,8.0,69.0,48.0,53.0,59.0,23.0,26.0,50.0,28.0,28.0,62.0,2.04,1.9,1.98,3.56,3.47,3.76,5.2,5.28,5.35,9.0,8.98,9.12,9.31,9.44,9.07,1.71,1.38,1.77,EoYnc,2013-10-05,2001-08-01
902,sSkpN,Onder 13,2e meting,189.0,133.3,97.1,91.8,76.5,0.46,25.0,26.0,11.0,53.0,54.0,48.0,85.0,19.0,23.0,38.0,23.0,37.0,35.0,2.21,2.0,1.57,3.55,3.65,3.18,4.58,5.24,4.68,8.86,8.18,8.78,8.11,7.99,8.46,1.74,1.87,1.8,EoYnc,2014-04-05,2001-08-01
903,sSkpN,Onder 14,1e meting,190.6,134.5,97.6,93.0,79.0,0.88,21.0,17.0,11.0,65.0,53.0,47.0,89.0,32.0,43.0,65.0,26.0,32.0,63.0,1.94,1.82,1.94,3.24,3.73,3.37,4.64,4.74,5.08,8.47,8.94,8.56,8.71,7.8,9.11,1.63,1.99,2.13,EoYnc,2014-10-05,2001-08-01
904,sSkpN,Onder 14,2e meting,191.2,135.0,97.7,93.5,79.4,1.2,20.0,22.0,14.0,38.0,46.0,54.0,120.0,22.0,29.0,47.0,40.0,32.0,70.0,1.82,2.01,1.98,3.68,3.17,3.3,4.53,4.7,5.29,8.44,8.63,9.06,8.67,8.43,7.92,1.84,1.61,1.83,EoYnc,2015-04-05,2001-08-01
905,sSkpN,Onder 15,1e meting,192.1,136.3,97.3,94.8,78.7,1.61,12.0,21.0,6.0,31.0,55.0,56.0,114.0,29.0,36.0,53.0,40.0,29.0,61.0,1.82,1.97,2.09,3.26,3.05,3.49,4.91,5.08,4.81,8.55,8.21,7.32,8.36,8.11,8.4,1.82,2.2,2.3,EoYnc,2015-10-05,2001-08-01
906,sSkpN,Onder 15,2e meting,193.7,137.5,97.7,96.0,80.4,2.04,24.0,19.0,12.0,35.0,60.0,47.0,103.0,25.0,33.0,71.0,26.0,31.0,53.0,1.91,1.9,1.85,3.57,3.38,3.08,4.13,4.58,4.81,8.57,7.93,7.76,8.48,8.74,8.74,2.05,2.03,2.26,EoYnc,2016-04-05,2001-08-01
907,sSkpN,Onder 16,1e meting,194.2,138.0,97.7,96.5,79.2,2.36,22.0,30.0,25.0,60.0,54.0,54.0,135.0,22.0,32.0,60.0,44.0,36.0,61.0,1.93,1.96,1.72,3.53,3.38,3.29,4.43,4.55,3.83,8.62,7.9,9.05,8.4,8.38,7.09,1.92,2.17,1.75,EoYnc,2016-10-05,2001-08-01
908,sSkpN,Onder 16,2e meting,195.4,139.5,97.4,98.0,80.5,2.84,22.0,17.0,20.0,73.0,55.0,51.0,135.0,34.0,44.0,73.0,40.0,46.0,67.0,1.98,2.06,2.07,3.27,3.14,2.66,4.94,4.6,4.4,8.05,8.22,7.15,7.99,7.94,8.78,2.08,2.19,2.31,EoYnc,2017-04-05,2001-08-01
909,sSkpN,Onder 17,1e meting,196.1,140.2,97.4,98.7,79.1,3.19,27.0,32.0,13.0,60.0,46.0,51.0,121.0,30.0,27.0,60.0,40.0,36.0,65.0,1.89,2.03,1.91,3.06,3.13,3.13,4.71,4.16,4.49,8.27,7.87,8.14,8.1,7.76,8.23,2.24,2.61,2.15,EoYnc,2017-10-05,2001-08-01
910,sSkpN,Onder 17,2e meting,197.7,141.5,97.7,100.0,78.9,3.65,29.0,21.0,12.0,81.0,55.0,59.0,87.0,31.0,39.0,72.0,38.0,39.0,81.0,1.72,1.91,1.85,3.13,3.39,2.94,4.74,4.68,4.27,7.79,7.26,8.07,8.45,8.14,8.15,2.1,2.02,2.25,EoYnc,2018-04-05,2001-08-01
911,szIQa,Onder 13,1e meting,171.3,128.5,84.3,87.0,59.9,-0.23,18.0,15.0,11.0,50.0,50.0,40.0,33.0,30.0,18.0,9.0,27.0,34.0,48.0,2.1,2.01,1.87,3.75,3.51,3.38,4.99,5.22,4.25,9.03,8.73,8.77,8.2,8.93,8.67,1.49,1.83,1.65,EoYnc,2013-10-05,2001-01-04
912,szIQa,Onder 13,2e meting,173.2,130.3,84.4,88.8,63.4,0.26,28.0,19.0,9.0,51.0,44.0,49.0,61.0,30.0,26.0,38.0,36.0,29.0,33.0,2.11,2.02,1.99,3.46,3.71,3.82,4.53,5.24,4.99,8.56,8.64,9.06,8.76,9.37,7.6,1.78,1.92,1.67,EoYnc,2014-04-05,2001-01-04
913,szIQa,Onder 14,1e meting,174.0,130.7,84.8,89.2,66.4,0.6,20.0,19.0,15.0,61.0,56.0,47.0,93.0,24.0,29.0,52.0,33.0,36.0,56.0,2.08,1.92,2.05,3.29,3.23,3.39,4.86,4.67,5.49,8.46,8.38,8.29,7.82,9.18,8.65,1.68,1.67,1.75,EoYnc,2014-10-05,2001-01-04
914,szIQa,Onder 14,2e meting,174.6,132.5,83.6,91.0,67.2,1.08,21.0,12.0,15.0,40.0,57.0,44.0,107.0,25.0,32.0,70.0,41.0,45.0,76.0,2.08,1.83,1.99,3.59,3.54,3.45,4.17,5.12,5.19,8.63,8.28,8.9,8.7,7.9,8.12,2.0,1.58,2.02,EoYnc,2015-04-05,2001-01-04
915,szIQa,Onder 15,1e meting,176.0,133.0,84.4,91.5,66.6,1.39,20.0,14.0,16.0,59.0,57.0,50.0,120.0,25.0,27.0,48.0,24.0,35.0,57.0,1.75,2.04,1.91,3.67,3.06,3.43,4.53,4.94,4.61,8.07,9.0,7.62,8.88,8.44,7.29,1.8,2.19,2.36,EoYnc,2015-10-05,2001-01-04
916,szIQa,Onder 15,2e meting,176.6,133.6,84.5,92.1,67.5,1.74,20.0,26.0,4.0,66.0,64.0,55.0,117.0,32.0,26.0,53.0,23.0,31.0,86.0,2.0,1.84,1.79,3.35,3.2,3.56,4.5,4.13,4.85,8.36,8.75,8.26,8.32,8.52,7.88,2.06,1.91,2.15,EoYnc,2016-04-05,2001-01-04
917,szIQa,Onder 16,1e meting,177.4,135.4,83.5,93.9,66.9,2.24,27.0,20.0,22.0,65.0,49.0,61.0,139.0,32.0,30.0,48.0,35.0,31.0,112.0,1.81,1.78,2.03,3.0,2.98,3.72,4.85,4.47,3.98,8.2,8.35,7.41,8.22,8.21,6.9,2.06,1.99,2.25,EoYnc,2016-10-05,2001-01-04
918,szIQa,Onder 16,2e meting,178.9,135.6,84.7,94.1,66.0,2.51,22.0,12.0,12.0,56.0,63.0,59.0,69.0,27.0,41.0,68.0,26.0,39.0,74.0,1.93,1.74,1.77,3.3,3.21,2.92,4.19,4.37,4.1,9.26,8.31,7.46,7.75,9.26,8.08,2.2,2.06,1.79,EoYnc,2017-04-05,2001-01-04
919,szIQa,Onder 17,1e meting,180.2,136.9,84.8,95.4,67.3,2.98,21.0,16.0,13.0,66.0,44.0,68.0,113.0,29.0,29.0,52.0,32.0,36.0,83.0,1.77,2.03,1.86,2.8,3.38,3.35,4.58,4.25,4.38,7.93,8.22,7.27,7.29,7.88,7.95,2.04,2.46,2.25,EoYnc,2017-10-05,2001-01-04
920,szIQa,Onder 17,2e meting,180.4,137.6,84.3,96.1,66.6,3.35,21.0,21.0,0.0,53.0,52.0,47.0,102.0,31.0,33.0,61.0,43.0,49.0,88.0,1.96,1.83,1.93,2.99,3.18,3.13,4.24,4.31,4.45,8.17,8.38,8.06,8.76,8.33,7.89,2.24,1.96,2.14,EoYnc,2018-04-05,2001-01-04
921,SzNbO,Onder 13,1e meting,187.0,136.1,92.4,94.6,84.2,0.72,20.0,16.0,7.0,51.0,53.0,57.0,124.0,29.0,27.0,59.0,35.0,28.0,39.0,2.03,2.03,1.97,3.45,3.71,3.35,5.06,4.89,5.25,9.04,9.37,7.17,9.48,8.37,9.54,1.88,1.91,1.9,EoYnc,2013-10-05,2001-05-17
922,SzNbO,Onder 13,2e meting,188.3,137.7,92.1,96.2,87.3,1.19,23.0,12.0,4.0,63.0,44.0,40.0,112.0,31.0,20.0,46.0,23.0,34.0,66.0,2.06,1.96,1.92,3.7,3.47,3.28,5.12,4.58,4.59,9.19,8.52,9.75,8.86,8.52,7.96,2.0,1.73,1.84,EoYnc,2014-04-05,2001-05-17
923,SzNbO,Onder 14,1e meting,189.5,138.1,92.9,96.6,90.7,1.56,22.0,19.0,14.0,44.0,40.0,54.0,99.0,25.0,32.0,56.0,35.0,33.0,48.0,1.97,2.2,2.14,3.73,3.06,3.53,4.55,4.75,4.63,8.7,8.13,8.59,8.75,8.62,7.94,1.69,1.82,1.97,EoYnc,2014-10-05,2001-05-17
924,SzNbO,Onder 14,2e meting,190.3,139.9,91.9,98.4,92.2,2.06,24.0,23.0,25.0,58.0,50.0,56.0,97.0,21.0,34.0,55.0,40.0,33.0,69.0,1.99,2.06,2.19,3.38,3.71,3.57,4.85,4.9,5.56,8.66,8.0,8.53,8.8,9.21,8.37,1.79,1.94,2.07,EoYnc,2015-04-05,2001-05-17
925,SzNbO,Onder 15,1e meting,191.7,140.8,92.4,99.3,91.0,2.43,18.0,19.0,20.0,59.0,44.0,44.0,91.0,31.0,29.0,50.0,37.0,38.0,69.0,2.05,1.9,1.82,3.11,3.14,3.43,4.38,4.84,4.79,8.44,8.16,7.96,8.16,8.55,8.79,2.09,1.76,2.16,EoYnc,2015-10-05,2001-05-17
926,SzNbO,Onder 15,2e meting,192.7,141.2,93.0,99.7,90.6,2.76,21.0,21.0,6.0,62.0,57.0,55.0,103.0,29.0,31.0,52.0,30.0,31.0,57.0,1.86,1.97,1.95,3.4,3.08,3.45,4.47,4.76,4.41,8.42,8.62,8.52,8.36,8.67,8.48,2.12,2.0,2.15,EoYnc,2016-04-05,2001-05-17
927,SzNbO,Onder 16,1e meting,193.2,142.1,92.6,100.6,91.4,3.17,27.0,22.0,19.0,53.0,54.0,56.0,137.0,27.0,26.0,62.0,32.0,36.0,28.0,1.95,1.93,2.0,3.19,3.14,3.68,4.43,4.69,4.2,9.16,7.76,7.82,8.15,7.97,7.76,1.93,2.2,2.34,EoYnc,2016-10-05,2001-05-17
928,SzNbO,Onder 16,2e meting,195.0,143.3,93.2,101.8,91.0,3.61,20.0,14.0,13.0,38.0,60.0,71.0,104.0,29.0,30.0,56.0,29.0,37.0,60.0,1.84,1.93,1.89,3.25,3.58,2.64,5.16,4.95,3.97,8.19,8.83,8.08,8.24,8.17,7.39,2.13,1.98,2.19,EoYnc,2017-04-05,2001-05-17
929,SzNbO,Onder 17,1e meting,195.2,144.6,92.1,103.1,91.3,4.09,20.0,26.0,19.0,44.0,61.0,63.0,110.0,32.0,30.0,57.0,32.0,49.0,68.0,1.8,1.97,1.81,3.17,3.31,3.05,3.83,4.28,4.33,8.19,7.34,8.18,7.84,7.4,7.56,1.85,1.99,2.38,EoYnc,2017-10-05,2001-05-17
930,SzNbO,Onder 17,2e meting,197.0,145.3,93.2,103.8,91.8,4.48,22.0,20.0,23.0,54.0,54.0,56.0,101.0,28.0,39.0,56.0,49.0,42.0,93.0,2.13,1.98,1.93,3.19,3.13,3.28,4.34,4.11,4.41,8.3,7.98,7.43,8.47,8.22,8.89,2.05,2.14,2.31,EoYnc,2018-04-05,2001-05-17
931,t5R4w,Onder 13,1e meting,152.1,115.4,78.2,73.9,39.2,-2.2,27.0,1.0,10.0,70.0,47.0,48.0,91.0,27.0,37.0,43.0,32.0,36.0,59.0,2.06,1.97,2.36,3.7,3.44,2.99,4.87,4.79,5.41,8.48,7.83,7.48,8.98,8.93,8.33,1.66,1.81,1.69,EoYnc,2013-10-05,2001-08-31
932,t5R4w,Onder 13,2e meting,154.0,116.7,78.9,75.2,43.8,-1.8,22.0,7.0,14.0,48.0,52.0,44.0,78.0,24.0,39.0,48.0,26.0,22.0,58.0,1.99,2.24,1.91,3.6,3.83,3.69,5.07,5.26,4.88,9.54,8.63,9.3,8.95,8.87,8.19,1.71,1.7,1.91,EoYnc,2014-04-05,2001-08-31
933,t5R4w,Onder 14,1e meting,154.8,118.1,78.2,76.6,46.2,-1.39,25.0,12.0,11.0,51.0,57.0,45.0,71.0,26.0,34.0,64.0,32.0,36.0,67.0,2.15,2.13,2.09,3.35,3.33,3.2,4.94,5.25,4.6,8.45,8.04,9.3,8.41,9.35,8.26,1.7,1.88,1.86,EoYnc,2014-10-05,2001-08-31
934,t5R4w,Onder 14,2e meting,155.2,118.6,78.0,77.1,46.1,-1.13,22.0,20.0,12.0,60.0,49.0,42.0,114.0,20.0,39.0,59.0,29.0,30.0,102.0,1.94,1.97,1.99,3.21,3.52,3.52,4.05,4.36,4.9,8.32,9.36,8.69,8.52,8.99,8.14,1.83,1.87,2.2,EoYnc,2015-04-05,2001-08-31
935,t5R4w,Onder 15,1e meting,156.6,119.4,78.7,77.9,47.1,-0.81,29.0,22.0,11.0,51.0,49.0,52.0,112.0,26.0,29.0,53.0,31.0,28.0,79.0,1.97,1.83,1.91,3.39,3.27,3.14,4.75,4.31,4.78,8.65,8.06,9.39,8.95,7.87,7.19,1.81,2.11,2.01,EoYnc,2015-10-05,2001-08-31
936,t5R4w,Onder 15,2e meting,157.5,120.4,78.6,78.9,47.2,-0.47,19.0,16.0,14.0,54.0,69.0,53.0,93.0,21.0,36.0,65.0,42.0,48.0,73.0,2.04,1.77,1.92,3.34,3.02,3.27,4.69,4.7,4.64,8.13,8.38,8.89,8.76,8.91,7.79,1.81,2.16,2.13,EoYnc,2016-04-05,2001-08-31
937,t5R4w,Onder 16,1e meting,158.6,122.2,78.0,80.7,46.7,-0.02,22.0,22.0,18.0,59.0,41.0,41.0,92.0,28.0,23.0,56.0,26.0,40.0,43.0,1.91,1.95,1.79,3.21,3.43,3.02,4.42,4.41,3.47,8.4,8.41,6.9,8.31,8.54,6.36,2.27,1.99,2.53,EoYnc,2016-10-05,2001-08-31
938,t5R4w,Onder 16,2e meting,159.7,122.7,78.6,81.2,47.1,0.27,21.0,21.0,25.0,63.0,46.0,56.0,99.0,33.0,39.0,88.0,42.0,29.0,72.0,1.93,1.92,1.87,3.27,3.23,2.9,4.64,4.79,4.47,7.61,8.18,8.4,7.87,8.54,7.47,1.95,2.47,2.31,EoYnc,2017-04-05,2001-08-31
939,t5R4w,Onder 17,1e meting,160.2,123.5,78.2,82.0,45.2,0.58,22.0,23.0,10.0,52.0,49.0,52.0,136.0,29.0,40.0,68.0,34.0,28.0,105.0,1.69,1.77,1.66,3.16,3.25,3.0,4.58,4.69,4.16,8.18,8.17,7.98,7.45,7.92,8.47,2.29,2.42,2.38,EoYnc,2017-10-05,2001-08-31
